"filename", "language", "TypeScript", "JSON", "MS SQL", "JSON with Comments", "TypeScript JSX", "CSS", "HTML", "comment", "blank", "total"
"/home/fadeyjo/Documents/ChatBox/src/client/src/interfaces/IResponses/IGetProfileImage.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/home/fadeyjo/Documents/ChatBox/src/client/src/interfaces/IResponses/IGetReaction.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/home/fadeyjo/Documents/ChatBox/src/client/src/interfaces/IResponses/IGetSubscribers.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/home/fadeyjo/Documents/ChatBox/src/client/src/interfaces/IResponses/INewProfileImage.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/home/fadeyjo/Documents/ChatBox/src/client/src/interfaces/IResponses/IRefresh.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 2, 8
"/home/fadeyjo/Documents/ChatBox/src/client/src/interfaces/IResponses/IToken.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/home/fadeyjo/Documents/ChatBox/src/client/src/interfaces/IResponses/IUser.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/home/fadeyjo/Documents/ChatBox/src/client/src/interfaces/IResponses/IUserRefreshTokens.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 1, 12
"/home/fadeyjo/Documents/ChatBox/src/client/src/interfaces/StoreState.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/home/fadeyjo/Documents/ChatBox/src/client/src/services/chat-service.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 0, 5, 21
"/home/fadeyjo/Documents/ChatBox/src/client/src/services/code-service.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/home/fadeyjo/Documents/ChatBox/src/client/src/services/comment-service.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 0, 0, 4, 19
"/home/fadeyjo/Documents/ChatBox/src/client/src/services/dateTime-service.ts", "TypeScript", 60, 0, 0, 0, 0, 0, 0, 0, 5, 65
"/home/fadeyjo/Documents/ChatBox/src/client/src/services/friendship-service.ts", "TypeScript", 17, 0, 0, 0, 0, 0, 0, 0, 4, 21
"/home/fadeyjo/Documents/ChatBox/src/client/src/services/message-service.ts", "TypeScript", 26, 0, 0, 0, 0, 0, 0, 0, 5, 31
"/home/fadeyjo/Documents/ChatBox/src/client/src/services/post-service.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 7, 34
"/home/fadeyjo/Documents/ChatBox/src/client/src/services/postImage-service.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 0, 4, 27
"/home/fadeyjo/Documents/ChatBox/src/client/src/services/profileImage-service.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/home/fadeyjo/Documents/ChatBox/src/client/src/services/reaction-service.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 0, 0, 4, 19
"/home/fadeyjo/Documents/ChatBox/src/client/src/services/subscribersPageOwners-service.ts", "TypeScript", 31, 0, 0, 0, 0, 0, 0, 0, 5, 36
"/home/fadeyjo/Documents/ChatBox/src/client/src/services/user-service.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 6, 28
"/home/fadeyjo/Documents/ChatBox/src/client/src/store/store.ts", "TypeScript", 158, 0, 0, 0, 0, 0, 0, 0, 11, 169
"/home/fadeyjo/Documents/ChatBox/src/client/tsconfig.json", "JSON with Comments", 0, 0, 0, 25, 0, 0, 0, 0, 1, 26
"/home/fadeyjo/Documents/ChatBox/src/server/controllers/chat-controller.ts", "TypeScript", 57, 0, 0, 0, 0, 0, 0, 0, 6, 63
"/home/fadeyjo/Documents/ChatBox/src/server/controllers/code-controller.ts", "TypeScript", 35, 0, 0, 0, 0, 0, 0, 2, 3, 40
"/home/fadeyjo/Documents/ChatBox/src/server/controllers/comment-controller.ts", "TypeScript", 55, 0, 0, 0, 0, 0, 0, 0, 5, 60
"/home/fadeyjo/Documents/ChatBox/src/server/controllers/friendship-controller.ts", "TypeScript", 70, 0, 0, 0, 0, 0, 0, 0, 5, 75
"/home/fadeyjo/Documents/ChatBox/src/server/controllers/message-controller.ts", "TypeScript", 70, 0, 0, 0, 0, 0, 0, 0, 7, 77
"/home/fadeyjo/Documents/ChatBox/src/server/controllers/post-controller.ts", "TypeScript", 87, 0, 0, 0, 0, 0, 0, 0, 8, 95
"/home/fadeyjo/Documents/ChatBox/src/server/controllers/postImage-controller.ts", "TypeScript", 45, 0, 0, 0, 0, 0, 0, 0, 4, 49
"/home/fadeyjo/Documents/ChatBox/src/server/controllers/profileImages-controller.ts", "TypeScript", 44, 0, 0, 0, 0, 0, 0, 0, 4, 48
"/home/fadeyjo/Documents/ChatBox/src/server/controllers/reaction-controller.ts", "TypeScript", 65, 0, 0, 0, 0, 0, 0, 0, 5, 70
"/home/fadeyjo/Documents/ChatBox/src/server/controllers/subscribersPageOwners-controller.ts", "TypeScript", 101, 0, 0, 0, 0, 0, 0, 0, 6, 107
"/home/fadeyjo/Documents/ChatBox/src/server/controllers/user-controller.ts", "TypeScript", 141, 0, 0, 0, 0, 0, 0, 2, 14, 157
"/home/fadeyjo/Documents/ChatBox/src/server/database.sql", "MS SQL", 0, 0, 95, 0, 0, 0, 0, 0, 12, 107
"/home/fadeyjo/Documents/ChatBox/src/server/db.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 4, 15
"/home/fadeyjo/Documents/ChatBox/src/server/dtos/chat-dto.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 3, 14
"/home/fadeyjo/Documents/ChatBox/src/server/dtos/comment-dto.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/home/fadeyjo/Documents/ChatBox/src/server/dtos/friendship-dto.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 3, 14
"/home/fadeyjo/Documents/ChatBox/src/server/dtos/message-dto.ts", "TypeScript", 19, 0, 0, 0, 0, 0, 0, 0, 3, 22
"/home/fadeyjo/Documents/ChatBox/src/server/dtos/post-dto.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/home/fadeyjo/Documents/ChatBox/src/server/dtos/postImage-dto.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 0, 3, 16
"/home/fadeyjo/Documents/ChatBox/src/server/dtos/profileImage-dto.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/home/fadeyjo/Documents/ChatBox/src/server/dtos/reaction-dto.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 3, 14
"/home/fadeyjo/Documents/ChatBox/src/server/dtos/subscribersPageOwners-dto.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 3, 15
"/home/fadeyjo/Documents/ChatBox/src/server/dtos/token-dto.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 0, 3, 16
"/home/fadeyjo/Documents/ChatBox/src/server/dtos/user-dto.ts", "TypeScript", 19, 0, 0, 0, 0, 0, 0, 0, 3, 22
"/home/fadeyjo/Documents/ChatBox/src/server/exceptions/ApiError.ts", "TypeScript", 19, 0, 0, 0, 0, 0, 0, 0, 6, 25
"/home/fadeyjo/Documents/ChatBox/src/server/index.ts", "TypeScript", 216, 0, 0, 0, 0, 0, 0, 0, 28, 244
"/home/fadeyjo/Documents/ChatBox/src/server/interfaces/IChatFromDataBase.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/home/fadeyjo/Documents/ChatBox/src/server/interfaces/ICheckCode.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/home/fadeyjo/Documents/ChatBox/src/server/interfaces/ICodeFromDataBase.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 5
"/home/fadeyjo/Documents/ChatBox/src/server/interfaces/ICommentFromDataBase.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/home/fadeyjo/Documents/ChatBox/src/server/interfaces/IFriendShipFromDataBase.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/home/fadeyjo/Documents/ChatBox/src/server/interfaces/ILoginingUser.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 4
"/home/fadeyjo/Documents/ChatBox/src/server/interfaces/IMessageFromDataBase.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/home/fadeyjo/Documents/ChatBox/src/server/interfaces/INewChat.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/home/fadeyjo/Documents/ChatBox/src/server/interfaces/INewComment.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/home/fadeyjo/Documents/ChatBox/src/server/interfaces/INewFriendship.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/home/fadeyjo/Documents/ChatBox/src/server/interfaces/INewMessage.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/home/fadeyjo/Documents/ChatBox/src/server/interfaces/INewPost.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/home/fadeyjo/Documents/ChatBox/src/server/interfaces/INewPostImage.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 3
"/home/fadeyjo/Documents/ChatBox/src/server/interfaces/INewReaction.ts", "TypeScript", 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/home/fadeyjo/Documents/ChatBox/src/server/interfaces/INewSubscribersPageOwners.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/home/fadeyjo/Documents/ChatBox/src/server/interfaces/IPostFromDataBase.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/home/fadeyjo/Documents/ChatBox/src/server/interfaces/IPostImageFromDataBase.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/home/fadeyjo/Documents/ChatBox/src/server/interfaces/IProfileImageFromDataBase.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/home/fadeyjo/Documents/ChatBox/src/server/interfaces/IReactionFromDatabase.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/home/fadeyjo/Documents/ChatBox/src/server/interfaces/IRefreshTokenFromDataBase.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/home/fadeyjo/Documents/ChatBox/src/server/interfaces/IRegistrationUserBody.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/home/fadeyjo/Documents/ChatBox/src/server/interfaces/ISubscribersPageOwnersFromDataBase.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/home/fadeyjo/Documents/ChatBox/src/server/interfaces/IUserFromDataBase.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 1, 10
"/home/fadeyjo/Documents/ChatBox/src/server/interfaces/IUserJWTPayload.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/home/fadeyjo/Documents/ChatBox/src/server/middlewares/auth-middleware.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 2, 29
"/home/fadeyjo/Documents/ChatBox/src/server/middlewares/error-middleware.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 2, 20
"/home/fadeyjo/Documents/ChatBox/src/server/package-lock.json", "JSON", 0, 2967, 0, 0, 0, 0, 0, 0, 1, 2968
"/home/fadeyjo/Documents/ChatBox/src/server/package.json", "JSON", 0, 47, 0, 0, 0, 0, 0, 0, 1, 48
"/home/fadeyjo/Documents/ChatBox/src/server/routers/chat-router.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 7, 32
"/home/fadeyjo/Documents/ChatBox/src/server/routers/code.router.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 4, 24
"/home/fadeyjo/Documents/ChatBox/src/server/routers/comment-router.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 4, 29
"/home/fadeyjo/Documents/ChatBox/src/server/routers/friendship-router.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 0, 4, 28
"/home/fadeyjo/Documents/ChatBox/src/server/routers/message-router.ts", "TypeScript", 31, 0, 0, 0, 0, 0, 0, 0, 5, 36
"/home/fadeyjo/Documents/ChatBox/src/server/routers/post-router.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 4, 36
"/home/fadeyjo/Documents/ChatBox/src/server/routers/postImage-router.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 0, 0, 5, 26
"/home/fadeyjo/Documents/ChatBox/src/server/routers/profileImage-router.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 5, 25
"/home/fadeyjo/Documents/ChatBox/src/server/routers/reaction-router.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 0, 4, 28
"/home/fadeyjo/Documents/ChatBox/src/server/routers/subscribersPageOwners-router.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 4, 36
"/home/fadeyjo/Documents/ChatBox/src/server/routers/user-router.ts", "TypeScript", 67, 0, 0, 0, 0, 0, 0, 0, 4, 71
"/home/fadeyjo/Documents/ChatBox/src/server/services/activationCode-service.ts", "TypeScript", 57, 0, 0, 0, 0, 0, 0, 0, 7, 64
"/home/fadeyjo/Documents/ChatBox/src/server/services/chat-service.ts", "TypeScript", 69, 0, 0, 0, 0, 0, 0, 0, 8, 77
"/home/fadeyjo/Documents/ChatBox/src/server/services/comment-service.ts", "TypeScript", 71, 0, 0, 0, 0, 0, 0, 0, 8, 79
"/home/fadeyjo/Documents/ChatBox/src/server/services/dateTime-service.ts", "TypeScript", 50, 0, 0, 0, 0, 0, 0, 0, 13, 63
"/home/fadeyjo/Documents/ChatBox/src/server/services/friendship-service.ts", "TypeScript", 68, 0, 0, 0, 0, 0, 0, 0, 6, 74
"/home/fadeyjo/Documents/ChatBox/src/server/services/mail-service.ts", "TypeScript", 35, 0, 0, 0, 0, 0, 0, 0, 6, 41
"/home/fadeyjo/Documents/ChatBox/src/server/services/message-service.ts", "TypeScript", 90, 0, 0, 0, 0, 0, 0, 0, 10, 100
"/home/fadeyjo/Documents/ChatBox/src/server/services/post-service.ts", "TypeScript", 132, 0, 0, 0, 0, 0, 0, 0, 14, 146
"/home/fadeyjo/Documents/ChatBox/src/server/services/postImage-service.ts", "TypeScript", 46, 0, 0, 0, 0, 0, 0, 0, 4, 50
"/home/fadeyjo/Documents/ChatBox/src/server/services/profileImage-service.ts", "TypeScript", 53, 0, 0, 0, 0, 0, 0, 0, 7, 60
"/home/fadeyjo/Documents/ChatBox/src/server/services/reaction-service.ts", "TypeScript", 68, 0, 0, 0, 0, 0, 0, 0, 6, 74
"/home/fadeyjo/Documents/ChatBox/src/server/services/subscribersPageOwners-service.ts", "TypeScript", 99, 0, 0, 0, 0, 0, 0, 0, 7, 106
"/home/fadeyjo/Documents/ChatBox/src/server/services/tokens-service.ts", "TypeScript", 166, 0, 0, 0, 0, 0, 0, 0, 15, 181
"/home/fadeyjo/Documents/ChatBox/src/server/services/user-service.ts", "TypeScript", 101, 0, 0, 0, 0, 0, 0, 0, 10, 111
"/home/fadeyjo/Documents/ChatBox/src/server/tsconfig.json", "JSON with Comments", 0, 0, 0, 14, 0, 0, 0, 90, 9, 113
"Total", "-", 3433, 21607, 95, 39, 2844, 975, 14, 95, 847, 29949